_id,lat,lng,price,bed,bath,sf,quad
29316149,32.885508,-97.131518,1088759,5,5.5,6151,2.0133E+22
27211018,32.822854,-96.8147,1088765,4,5,3472,2.0133E+22
26649058,32.99017,-96.818053,1088778,5,4.5,4779,2.0133E+22
26658558,33.026877,-96.81725,1088792,3,4.5,4231,2.0133E+22
27219585,32.809675,-96.597822,1088830,1,1,705,2.0133E+22
26648506,32.995859,-96.817335,1089028,4,4.5,4763,2.0133E+22
27199706,32.849528,-96.792255,1089065,3,3,2626,2.0133E+22
26757010,32.90148,-96.822353,1089102,4,3.5,3704,2.0133E+22
27210247,32.843459,-96.778883,1089106,4,3.5,2925,2.0133E+22
26903256,32.875045,-96.773608,1089152,4,3.5,5055,2.0133E+22
26803464,32.913324,-96.815105,1089160,4,3.5,4552,2.0133E+22
26752392,32.876842,-96.782823,1089162,4,4.5,4920,2.0133E+22
27199729,32.847532,-96.792196,1089177,3,3.5,3141,2.0133E+22
26759130,32.875106,-96.838143,1089446,4,4,4433,2.0133E+22
29149392,32.914183,-97.17377,1089476,4,5,5947,2.0133E+22
26717314,32.763002,-96.826962,1089520,3,1.5,3176,2.0133E+22
27206809,32.849589,-96.785668,1089659,4,4,3251,2.0133E+22
26667121,33.127153,-96.831065,1089709,5,4.5,6435,2.0133E+22
26757467,32.891916,-96.811656,1089777,3,4,4517,2.0133E+22
26911393,32.913198,-96.783458,1089785,3,4.5,4491,2.0133E+22
26903062,32.871646,-96.777788,1089846,3,3.5,4157,2.0133E+22
26911450,32.914312,-96.785593,1089944,3,3.5,3745,2.0133E+22
29284695,32.969929,-97.136879,1089998,3,2,5262,2.0133E+22
27210960,32.847593,-96.779926,1090012,4,3,3128,2.0133E+22
27209636,32.852756,-96.787609,1090041,4,3.5,3000,2.0133E+22
27210890,32.849156,-96.778632,1090041,3,2.5,2974,2.0133E+22
29316153,32.885537,-97.132902,1090100,5,5.5,6500,2.0133E+22
29225905,32.874523,-97.125824,1090183,4,4.5,6800,2.0133E+22
29299769,32.965196,-97.176396,1090273,5,6,5700,2.0133E+22
27301695,33.007624,-97.109543,1090331,4,5,5258,2.0133E+22
26877112,32.97417,-96.816392,1090403,4,5.5,5599,2.0133E+22
26804166,32.896845,-96.815745,1090441,4,6,4884,2.0133E+22
27301709,33.007329,-97.112034,1090661,6,5.5,5178,2.0133E+22
26759261,32.864597,-96.831572,1090662,3,3.5,4068,2.0133E+22
26681660,32.810136,-96.811958,1090682,4,4,3421,2.0133E+22
27211090,32.824368,-96.816081,1090723,4,4.5,3362,2.0133E+22
26804153,32.897382,-96.814004,1090755,5,4.5,4360,2.0133E+22
26965602,32.95932,-96.983746,1090799,5,7,6200,2.0133E+22
27206953,32.840825,-96.794569,1090835,3,4,3741,2.0133E+22
26698839,32.835406,-96.821254,1090964,3,2.5,2986,2.0133E+22
27206871,32.850445,-96.784192,1091047,4,2.5,3482,2.0133E+22
29282888,32.958616,-97.121108,1091235,6,4,5656,2.0133E+22
26641968,33.02599,-96.803392,1091316,5,4.5,5657,2.0133E+22
29180514,32.970488,-97.19968,1091347,4,3,3816,2.0133E+22
26706797,32.824478,-96.74962,1091433,3,4,4332,2.0133E+22
26730972,32.833686,-96.748407,1091465,4,3.5,4381,2.0133E+22
26804886,32.904685,-96.837266,1091527,4,3.5,4525,2.0133E+22
29313847,32.931108,-97.135525,1091545,4,4.5,5712,2.0133E+22
26755519,32.883499,-96.788537,1091605,5,4.5,3920,2.0133E+22
26757671,32.886885,-96.805559,1091725,4,4,3588,2.0133E+22
29233234,32.741342,-97.419902,1091736,4,5,6267,2.0133E+22
26881869,32.917603,-96.822962,1091766,5,5.5,5400,2.0133E+22
27211049,32.823286,-96.813732,1091801,5,4,3851,2.0133E+22
26911163,32.917771,-96.790721,1091814,4,3.5,4242,2.0133E+22
26902982,32.861525,-96.775473,1091944,3,2.5,3852,2.0133E+22
26911074,32.921529,-96.788067,1092035,5,4.5,5314,2.0133E+22
29252372,32.697744,-97.399673,1092071,5,5,5378,2.0133E+22
27209277,32.864106,-96.794919,1092111,3,2,3042,2.0133E+22
27209073,32.864092,-96.785329,1092120,3,2,2167,2.0133E+22
27296251,33.019154,-97.12348,1092338,5,4.5,5849,2.0133E+22
26692855,32.818416,-96.799113,1092448,3,4,3900,2.0133E+22
26669819,33.041677,-96.797994,1092626,5,4.5,4903,2.0133E+22
26760087,32.858215,-96.810695,1092821,4,3.5,3110,2.0133E+22
26655885,33.039823,-96.804701,1092942,5,5,5111,2.0133E+22
26760773,32.852297,-96.820771,1093026,5,5,3788,2.0133E+22
